timestamp,tweets,sentiment,tickers
2023-04-24 10:59:38+00:00,"MacroWatch weekly recap and outlook: Global Stocks Hesitant with Earnings Caution, Global Yields Rise - $QQQ $SPX $SPY $ES_F $ DJIA $IWM $NASDAQ $COMPQ $ND_F $NDX $DJ_F $DXY $ZN_F $CL_F $GC_F FxExplained https://t.co/hZk33kTS5m",Neutral,QQQ
2023-04-24 09:55:02+00:00,RT @ColinSt30481392: In a similar fashion $NASDAQ will back test the day 47 high early next week in an attempt to print a DCH in lieu of a…,Positive,RT
2023-04-24 09:23:41+00:00,"Detaylar için Uluslararası Piyasalar Günlük Bültenimize linkten https://t.co/RUDphEH86B ulaşabilirsiniz.

$KO $SNY $BBBY $NASDAQ #DOWJONES #SP500 #ABDhissetakip https://t.co/J6dRIkccyk",Neutral,KO
2023-04-24 09:23:41+00:00,"Detaylar için Uluslararası Piyasalar Günlük Bültenimize linkten https://t.co/RUDphEH86B ulaşabilirsiniz.

$KO $SNY $BBBY $NASDAQ #DOWJONES #SP500 #ABDhissetakip https://t.co/J6dRIkccyk",Neutral,SNY
2023-04-24 09:23:41+00:00,"Detaylar için Uluslararası Piyasalar Günlük Bültenimize linkten https://t.co/RUDphEH86B ulaşabilirsiniz.

$KO $SNY $BBBY $NASDAQ #DOWJONES #SP500 #ABDhissetakip https://t.co/J6dRIkccyk",Neutral,BBBY
2023-04-24 08:45:12+00:00,$GM $NASDAQ NEW ARTICLE : General Motors Q1 Earnings Preview: Here’s What to Expect https://t.co/CLKcdVm5Qh,Positive,GM
2023-04-24 07:51:41+00:00,"Zagranie na kontrę na indeksach giełdowych - motyw europejski (poranny) - gram na odbicie od 61,8% #fibo na $DAX i $NASDAQ https://t.co/kOdOqLpdHy",Neutral,DAX
2023-04-24 06:47:45+00:00,"MacroWatch weekly recap and outlook: Global Stocks Hesitant with Earnings Caution, Global Yields Rise - $QQQ $SPX $SPY $ES_F $ DJIA $IWM $NASDAQ $COMPQ $ND_F $NDX $DJ_F $DXY $EURUSD $GBPUSD $ZN_F $CL_F $GC_F FxExplained https://t.co/g9CVIizSMB",Neutral,QQQ
2023-04-24 06:47:30+00:00,"MacroWatch weekly recap and outlook: Global Stocks Hesitant with Earnings Caution, Global Yields Rise - $QQQ $SPX $SPY $ES_F $ DJIA $IWM $NASDAQ $COMPQ $ND_F $NDX $DJ_F $DXY $EURUSD $GBPUSD $ZN_F $CL_F $GC_F FxExplained https://t.co/ib8bDEJCsY",Neutral,QQQ
2023-04-24 06:15:07+00:00,"RT @CryptoChille: $NASDAQ daily.

günlük grafikte kij-ten kaybedildi, direnç üstünde günlük kapatmadığı sürece 12817'yi hedefleyebilir.

16…",Neutral,RT
2023-04-24 05:39:53+00:00,"RT @CryptoChille: $NASDAQ daily.

günlük grafikte kij-ten kaybedildi, direnç üstünde günlük kapatmadığı sürece 12817'yi hedefleyebilir.

16…",Neutral,RT
2023-04-23 23:15:08+00:00,"$LAC $NASDAQ $SQM NEW ARTICLE : ‘Lithium Refining Lacks Supply,’ According to Elon Musk — Here Are 2 Stocks to Take Advantage https://t.co/5lAAnGR0P1",Positive,SQM
2023-04-23 22:18:21+00:00,"RT @TraderDext3r: $Nasdaq Sunday 02.04.23 

HTF Top - Down Analysis 🎨 https://t.co/yiPaW0SGTe",Positive,RT
2023-04-23 22:18:21+00:00,"RT @TraderDext3r: $Nasdaq Sunday 02.04.23 

HTF Top - Down Analysis 🎨 https://t.co/yiPaW0SGTe",Positive,HTF
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,AAPL
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,JNJ
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,SP
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,BAC
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,NFLX
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,BRK.B
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,MSFT
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,GOOGL
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,TSLA
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,ENPH
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,NVDA
2023-04-23 21:42:25+00:00,"Stock Market Analysis #Elliottwave
Video Chapters
$SP  $NASDAQ 
$AAPL
$AMZN
$NVDA
$META
$NFLX 
$ENPH
$GOOGL
$MSFT
$BRK.B
$TSLA
$SQ 
$BAC
$JNJ $jpm
https://t.co/A7xEQ0o8xV via @YouTube",Neutral,AMZN
2023-04-23 19:54:09+00:00,$QQQ $NASDAQ https://t.co/NXX9MPD1z3,Neutral,QQQ
2023-04-23 19:28:50+00:00,$XOM next week can see a move lower towards $112.5 - 109.76 area before a bounce in 3 waves can take place. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,AAPL
2023-04-23 19:28:50+00:00,$XOM next week can see a move lower towards $112.5 - 109.76 area before a bounce in 3 waves can take place. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,QQQ
2023-04-23 19:28:50+00:00,$XOM next week can see a move lower towards $112.5 - 109.76 area before a bounce in 3 waves can take place. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,XOM
2023-04-23 19:28:50+00:00,$XOM next week can see a move lower towards $112.5 - 109.76 area before a bounce in 3 waves can take place. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,TSLA
2023-04-23 19:28:18+00:00,Exxon Mobil $XOM Looking to End 5 Waves Elliott Wave Impulse https://t.co/A2GJV4ZB0a #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,AAPL
2023-04-23 19:28:18+00:00,Exxon Mobil $XOM Looking to End 5 Waves Elliott Wave Impulse https://t.co/A2GJV4ZB0a #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,QQQ
2023-04-23 19:28:18+00:00,Exxon Mobil $XOM Looking to End 5 Waves Elliott Wave Impulse https://t.co/A2GJV4ZB0a #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,XOM
2023-04-23 19:28:18+00:00,Exxon Mobil $XOM Looking to End 5 Waves Elliott Wave Impulse https://t.co/A2GJV4ZB0a #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,TSLA
2023-04-23 19:27:42+00:00,Watch our #elliottwave technical video about $XOM explaining the short term structure for the stock https://t.co/cQivWDRsu5 #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,AAPL
2023-04-23 19:27:42+00:00,Watch our #elliottwave technical video about $XOM explaining the short term structure for the stock https://t.co/cQivWDRsu5 #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,QQQ
2023-04-23 19:27:42+00:00,Watch our #elliottwave technical video about $XOM explaining the short term structure for the stock https://t.co/cQivWDRsu5 #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,XOM
2023-04-23 19:27:42+00:00,Watch our #elliottwave technical video about $XOM explaining the short term structure for the stock https://t.co/cQivWDRsu5 #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Neutral,TSLA
2023-04-23 19:26:50+00:00,Elliott Wave View: S&amp;P 500 ETF $SPY Should Stay Supported to Higher https://t.co/c5igrGqL9o #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $QQQ $NASDAQ,Positive,AAPL
2023-04-23 19:26:50+00:00,Elliott Wave View: S&amp;P 500 ETF $SPY Should Stay Supported to Higher https://t.co/c5igrGqL9o #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $QQQ $NASDAQ,Positive,QQQ
2023-04-23 19:26:50+00:00,Elliott Wave View: S&amp;P 500 ETF $SPY Should Stay Supported to Higher https://t.co/c5igrGqL9o #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $QQQ $NASDAQ,Positive,S
2023-04-23 19:26:50+00:00,Elliott Wave View: S&amp;P 500 ETF $SPY Should Stay Supported to Higher https://t.co/c5igrGqL9o #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $QQQ $NASDAQ,Positive,P
2023-04-23 19:26:50+00:00,Elliott Wave View: S&amp;P 500 ETF $SPY Should Stay Supported to Higher https://t.co/c5igrGqL9o #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $QQQ $NASDAQ,Positive,TSLA
2023-04-23 19:26:01+00:00,$SPY $SPX Elliott Wave Video looking for the short term structure in 1H : https://t.co/7cSjD1ayNN #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $QQQ $NASDAQ,Neutral,AAPL
2023-04-23 19:26:01+00:00,$SPY $SPX Elliott Wave Video looking for the short term structure in 1H : https://t.co/7cSjD1ayNN #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $QQQ $NASDAQ,Neutral,QQQ
2023-04-23 19:26:01+00:00,$SPY $SPX Elliott Wave Video looking for the short term structure in 1H : https://t.co/7cSjD1ayNN #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $QQQ $NASDAQ,Neutral,TSLA
2023-04-23 19:24:16+00:00,We also explained that the $USDX needs definition in the shorter cycles. It's going to be an interesting week bc it's a week of definition in the timing cycles so expect a cycle to end soon. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,AAPL
2023-04-23 19:24:16+00:00,We also explained that the $USDX needs definition in the shorter cycles. It's going to be an interesting week bc it's a week of definition in the timing cycles so expect a cycle to end soon. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,QQQ
2023-04-23 19:24:16+00:00,We also explained that the $USDX needs definition in the shorter cycles. It's going to be an interesting week bc it's a week of definition in the timing cycles so expect a cycle to end soon. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,TSLA
2023-04-23 19:19:32+00:00,We also highlighted the right side and some opportunities at extreme areas entering the week.  #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,AAPL
2023-04-23 19:19:32+00:00,We also highlighted the right side and some opportunities at extreme areas entering the week.  #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,QQQ
2023-04-23 19:19:32+00:00,We also highlighted the right side and some opportunities at extreme areas entering the week.  #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,TSLA
2023-04-23 19:18:09+00:00,RT @EWFTaha: Over the years we have developed a system of trading that enables traders and investors to enter the market at key areas where…,Positive,RT
2023-04-23 19:13:20+00:00,Over the years we have developed a system of trading that enables traders and investors to enter the market at key areas where risk to reward ratio is at its best level. We call it the Blue Box Area. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,AAPL
2023-04-23 19:13:20+00:00,Over the years we have developed a system of trading that enables traders and investors to enter the market at key areas where risk to reward ratio is at its best level. We call it the Blue Box Area. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,QQQ
2023-04-23 19:13:20+00:00,Over the years we have developed a system of trading that enables traders and investors to enter the market at key areas where risk to reward ratio is at its best level. We call it the Blue Box Area. #Elliottwave #Stocks #Trading $DJIA #DowJones $AAPL $TSLA $SPX $SPY $QQQ $NASDAQ,Positive,TSLA
2023-04-23 10:44:22+00:00,"imagine living in a country where people are talking about whether men are women and / or are women are men;  $AMC $APE $NYSE $NASDAQ $SPY
If  they got to distract you with are men women and are women men?? IMAGINE WHAT'S REALLY HAPPENING",Positive,S
2023-04-23 10:44:22+00:00,"imagine living in a country where people are talking about whether men are women and / or are women are men;  $AMC $APE $NYSE $NASDAQ $SPY
If  they got to distract you with are men women and are women men?? IMAGINE WHAT'S REALLY HAPPENING",Positive,AMC
2023-04-23 09:28:22+00:00,RT @Trader_pdm: @yuriymatso $COMPQ $NASDAQ 65Months EMA. Sorry couldn't help 😀 https://t.co/trP9SKwhSI,Negative,RT
2023-04-23 08:43:18+00:00,"RT @Scott40162519: @DailyLoud $amc $ape #ape $nasdaq $nyse
if that's the hottest woman on the planet; i guess i could meet 20 hottest women…",Neutral,RT
2023-04-23 07:33:25+00:00,RT @Trader_pdm: @yuriymatso $COMPQ $NASDAQ 65Months EMA. Sorry couldn't help 😀 https://t.co/trP9SKwhSI,Negative,RT
2023-04-23 04:11:51+00:00,Why the DSEMA smoothing? A quick example using $SPY $NASDAQ and $DJI https://t.co/y3UdtP5x9L,Positive,A
2023-04-23 03:29:24+00:00,RT @ColinSt30481392: In a similar fashion $NASDAQ will back test the day 47 high early next week in an attempt to print a DCH in lieu of a…,Positive,RT
2023-04-23 02:09:03+00:00,RT @Trader_pdm: @yuriymatso $COMPQ $NASDAQ 65Months EMA. Sorry couldn't help 😀 https://t.co/trP9SKwhSI,Negative,RT
2023-04-23 01:44:22+00:00,$QQQ $COMPQ $NASDAQ 65Month EMA Fits almost perfectly. https://t.co/d4EEtciT6i,Positive,QQQ
2023-04-22 22:13:16+00:00,"1/3 Longs only Backtest from 2018 onward, daily charts. 

$SPY, $NASDAQ, $DJI, $GOOG, $AMZN, $NFLX, $AAPL, $TSLA, $META https://t.co/iSY6Jya7Wo",Neutral,GOOG
2023-04-22 22:13:16+00:00,"1/3 Longs only Backtest from 2018 onward, daily charts. 

$SPY, $NASDAQ, $DJI, $GOOG, $AMZN, $NFLX, $AAPL, $TSLA, $META https://t.co/iSY6Jya7Wo",Neutral,AAPL
2023-04-22 22:13:16+00:00,"1/3 Longs only Backtest from 2018 onward, daily charts. 

$SPY, $NASDAQ, $DJI, $GOOG, $AMZN, $NFLX, $AAPL, $TSLA, $META https://t.co/iSY6Jya7Wo",Neutral,NFLX
2023-04-22 22:13:16+00:00,"1/3 Longs only Backtest from 2018 onward, daily charts. 

$SPY, $NASDAQ, $DJI, $GOOG, $AMZN, $NFLX, $AAPL, $TSLA, $META https://t.co/iSY6Jya7Wo",Neutral,TSLA
2023-04-22 22:13:16+00:00,"1/3 Longs only Backtest from 2018 onward, daily charts. 

$SPY, $NASDAQ, $DJI, $GOOG, $AMZN, $NFLX, $AAPL, $TSLA, $META https://t.co/iSY6Jya7Wo",Neutral,AMZN
2023-04-22 22:00:44+00:00,Trust me you don’t want to miss this!!! No fluff just real deal trading LIKE BELOW to get the opportunity to join the team⬇️⬇️ $QQQ $SPY $DIA $NASDAQ $NYSE #stockmarket #trading https://t.co/VqMMh9rI5j,Positive,QQQ
2023-04-22 21:32:38+00:00,"RT @Scott40162519: $amc $ape $nasdaq $nyse $bbby $bbai #bidensamerica 
 they'll keep hiding this video as they try but this is #bidensameri…",Neutral,RT
2023-04-22 16:47:10+00:00,RT @PrimeXBT: 📉 The #NASDAQ dipped last week by 0.85% after March inflation data cooled down and the Fed minutes revealed that further rate…,Negative,RT
2023-04-22 15:42:20+00:00,RT @PrimeXBT: 📉 The #NASDAQ dipped last week by 0.85% after March inflation data cooled down and the Fed minutes revealed that further rate…,Negative,RT
2023-04-22 15:42:05+00:00,RT @PrimeXBT: 📉 The #NASDAQ dipped last week by 0.85% after March inflation data cooled down and the Fed minutes revealed that further rate…,Negative,RT
2023-04-22 15:33:15+00:00,"RT @NOBStrades: Even though the NASDAQ did 558 ticks in price movement, it was very rotational with plenty of opportunities. The last trade…",Positive,RT
2023-04-22 14:39:04+00:00,RT @ColinSt30481392: In a similar fashion $NASDAQ will back test the day 47 high early next week in an attempt to print a DCH in lieu of a…,Positive,RT
2023-04-22 13:42:05+00:00,RT @ColinSt30481392: In a similar fashion $NASDAQ will back test the day 47 high early next week in an attempt to print a DCH in lieu of a…,Positive,RT
2023-04-22 11:35:23+00:00,RT @EWFTaha: $TSLA 4H Chart form early this month looking for the bounce in (X) to fail below February peak and continue lower. #Elliottwav…,Negative,RT
2023-04-22 11:35:23+00:00,RT @EWFTaha: $TSLA 4H Chart form early this month looking for the bounce in (X) to fail below February peak and continue lower. #Elliottwav…,Negative,X
2023-04-22 11:35:23+00:00,RT @EWFTaha: $TSLA 4H Chart form early this month looking for the bounce in (X) to fail below February peak and continue lower. #Elliottwav…,Negative,TSLA
2023-04-22 10:45:55+00:00,RT @ColinSt30481392: In a similar fashion $NASDAQ will back test the day 47 high early next week in an attempt to print a DCH in lieu of a…,Positive,RT
2023-04-22 10:23:18+00:00,RT @Scott40162519: Fake gangsta wears thong and his posse beat down in Bronx $amc $ape $NYSE $nasdaq $spy lol https://t.co/63z2CEOk3t,Positive,RT
2023-04-22 09:11:44+00:00,RT @ColinSt30481392: In a similar fashion $NASDAQ will back test the day 47 high early next week in an attempt to print a DCH in lieu of a…,Positive,RT
2023-04-22 08:43:49+00:00,"RT @Scott40162519: https://t.co/B1ciXnYrd5
$amc $ape $spy $nasdaq $nyse #REALRACISTATTACKS #BIDENSAMERICA",Neutral,RT
2023-04-22 08:42:57+00:00,RT @Scott40162519: $ape $amc $nasdaq fake gangsta catch beatdown https://t.co/iQ5SsCi5K1,Negative,RT
2023-04-22 08:22:59+00:00,RT @Scott40162519: $AMC $APE gangsta wannabe gets the beat down. Gets caught wearing a Thong  $NYSE $NASDAQ https://t.co/hyl8y5zV7U,Negative,RT
2023-04-22 08:22:59+00:00,RT @Scott40162519: $AMC $APE gangsta wannabe gets the beat down. Gets caught wearing a Thong  $NYSE $NASDAQ https://t.co/hyl8y5zV7U,Negative,AMC
2023-04-22 08:20:33+00:00,$AMC $APE gangsta wannabe gets the beat down. Gets caught wearing a Thong  $NYSE $NASDAQ https://t.co/hyl8y5zV7U,Negative,AMC
2023-04-22 03:04:14+00:00,"RT @NOBStrades: Even though the NASDAQ did 558 ticks in price movement, it was very rotational with plenty of opportunities. The last trade…",Positive,RT
2023-04-22 01:09:06+00:00,$NASDAQ $WM NEW ARTICLE : Waste Management Stock (NYSE:WM): Can Industry Leadership Justify Its Valuation? https://t.co/HJpNQ7hwHf,Negative,WM
2023-04-22 01:08:48+00:00,RT @mConcepts_: @Banana3Stocks @SmartReversals @HenrikZeberg Interesting observation from @RyanDetrick .  Here is the $NASDAQ after both of…,Positive,RT
2023-04-21 23:10:26+00:00,"~Students why would i be watching the strongest index $SPX $OEX for Signs of Weakness vs
$Nasdaq $Compq &amp; $Nya $Nyse
I wouldn't!
Those who do won't see a turn coming.
$Spy $Es $Tsla $Nq $Aapl $Vix $uvxy $rty $Iwm $qqq $sqqq $tza $tecl $tqqq $qld $tecs $ung $boil $nflx $amzn $slv https://t.co/uXtnr4yt3r",Neutral,I
2023-04-21 22:42:06+00:00,"$ENPH $NASDAQ $SEDG NEW ARTICLE : Keep on Buying These 2 Solar Stocks — They Stand to Benefit From the Rise of MLPE, HSBC Says https://t.co/992pd7uC5Q",Positive,HSBC
2023-04-21 22:42:06+00:00,"$ENPH $NASDAQ $SEDG NEW ARTICLE : Keep on Buying These 2 Solar Stocks — They Stand to Benefit From the Rise of MLPE, HSBC Says https://t.co/992pd7uC5Q",Positive,ENPH
2023-04-21 22:09:58+00:00,"RT @azukinana2010: 令和5年4月22日(土)「清掃デー」
米株PF＋0.34%🇺🇸⭕️

💫三大指数🏰
$DJI ＋0.07%📈
$S&amp;P500 ＋0.09%📈
$NASDAQ ＋0.11%📈

💫配当ガッツリ💸
$VIG ＋0.04%📈
$VYM −0.03…",Neutral,S
